Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
07/08/23 12:00,0.26337500000000003,0.23508699999999999,0.28954299999999999,0.36214499999999999,0.21990399999999999,0.23100000000000001,0.24,0.254,,0.26100000000000001,0.13500000000000001,0.16,0.29399999999999998,0.33100000000000002,0.23499999999999999,0.19700000000000001,0.32,0.1812,0.11063000000000001,0.10818,8.9190000000000005E-2,0.39328000000000002,0.12712999999999999,0.29942999999999997,0.30636000000000002,0.14580000000000001,0.189,0.245,,0.45900000000000002,0.57272000000000001,0.12592,0.16,0.25800000000000001,6.726E-2,0.19397,0.30429400000000001,0.24826400000000001,0.26200000000000001,0.22861000000000001,0.31037999999999999,0.20788000000000001,0.22617999999999999,0.19733999999999999,0.1913,0.21249000000000001,0.17737,0.17854800000000001,0.23330200000000001,0.194464,0.14760000000000001,0.18926999999999999,0.23891000000000001,0.22491,0.13167999999999999,0.25618999999999997
07/08/23 01:00,0.26403500000000002,0.22749900000000001,0.29615799999999998,0.36287700000000001,0.22633900000000001,0.245,0.217,0.26300000000000001,,0.28499999999999998,0.13100000000000001,0.16600000000000001,0.28899999999999998,0.34,0.224,0.20200000000000001,0.32900000000000001,0.1794,0.13714999999999999,0.10854,0.11960999999999999,0.51273999999999997,0.10897,0.27578000000000003,0.32769999999999999,0.14266999999999999,0.188,0.246,,0.47799999999999998,0.60465999999999998,0.12942000000000001,0.16300000000000001,0.25,6.8000000000000005E-2,0.24482999999999999,0.29334300000000002,0.25224299999999999,0.251,0.22697000000000001,0.33139000000000002,0.19947999999999999,0.25568999999999997,0.21131,0.16796,0.19481999999999999,0.18587000000000001,0.168965,0.24146000000000001,0.187691,0.14441000000000001,0.18517,0.23759,0.22917999999999999,0.13353999999999999,0.25770999999999999
07/08/23 02:00,0.26788299999999998,0.23131399999999999,0.30597000000000002,0.34653200000000001,0.23249600000000001,0.252,0.22800000000000001,0.247,,0.26800000000000002,0.125,0.16500000000000001,0.28399999999999997,0.34300000000000003,0.223,0.20300000000000001,0.32700000000000001,0.18024000000000001,0.16144,0.10765,0.13718,0.40660000000000002,0.12174,0.23104,0.35143000000000002,0.14346999999999999,0.183,0.25700000000000001,,0.48599999999999999,0.64032,0.11242000000000001,0.17499999999999999,0.26100000000000001,7.5310000000000002E-2,0.18426999999999999,0.28636899999999998,0.24501600000000001,0.27400000000000002,0.24035000000000001,0.28412999999999999,0.19613,0.20458999999999999,0.19821,0.16150999999999999,0.18905,0.17462,0.20769399999999999,0.245334,0.176481,0.13889000000000001,0.18754000000000001,0.22989999999999999,0.23289000000000001,0.13447000000000001,0.25999
07/08/23 03:00,0.26261800000000002,0.22722500000000001,0.31376700000000002,0.34543800000000002,0.21925900000000001,0.25900000000000001,0.21,0.24399999999999999,,0.27,0.125,0.17299999999999999,0.29199999999999998,0.32300000000000001,0.22,0.20399999999999999,0.32800000000000001,0.17107,0.17226,,0.14226,0.35639999999999999,0.11734,0.24235000000000001,0.35360000000000003,0.14415,0.185,0.26500000000000001,,0.41299999999999998,0.68296000000000001,0.11863,0.17799999999999999,0.24,6.9709999999999994E-2,0.18032000000000001,0.27745199999999998,0.26663700000000001,0.26200000000000001,0.22836999999999999,0.27393000000000001,0.19197,0.25895000000000001,0.19312000000000001,0.16974,0.18173,0.16216,0.207098,0.249387,0.19470299999999999,0.14065,0.1739,0.23626,0.22092999999999999,0.12477000000000001,0.23471
07/08/23 04:00,0.27032499999999998,0.23397499999999999,0.29828100000000002,0.34706199999999998,0.21774499999999999,0.252,0.20799999999999999,0.24199999999999999,,0.26400000000000001,0.123,0.17499999999999999,0.311,0.33,0.223,0.19400000000000001,0.34100000000000003,0.16902,0.18572,0.11094,0.1638,0.39907999999999999,0.11210000000000001,0.19042000000000001,0.36563000000000001,0.14382,0.191,0.27500000000000002,,0.45900000000000002,0.70189000000000001,0.12279,0.19400000000000001,0.22900000000000001,6.6259999999999999E-2,0.17582,0.29724099999999998,0.268895,0.248,0.23788999999999999,0.32343,0.20483999999999999,0.23324,0.20938999999999999,0.16597999999999999,0.17943999999999999,0.17233000000000001,0.17566899999999999,0.23519999999999999,0.19372300000000001,0.13789999999999999,0.18218999999999999,0.24329000000000001,0.21914,0.1128,0.23826
07/08/23 05:00,0.26170900000000002,0.22864899999999999,0.291856,0.36910500000000002,0.22928999999999999,0.26500000000000001,0.22500000000000001,0.25700000000000001,,0.28299999999999997,0.125,0.16800000000000001,0.30399999999999999,0.33400000000000002,0.222,0.184,0.33900000000000002,0.17779,0.18723000000000001,0.11479,0.14987,0.42151,0.13927,0.22048000000000001,0.35310000000000002,0.14621000000000001,0.189,0.27600000000000002,,0.55000000000000004,0.72702999999999995,0.1124,0.187,0.25600000000000001,6.207E-2,0.18015999999999999,0.299068,0.24338499999999999,0.27800000000000002,0.22806999999999999,0.34989999999999999,0.19192000000000001,0.23186999999999999,0.20619000000000001,0.14641000000000001,0.19613,0.17213000000000001,0.183976,0.24080299999999999,0.19830800000000001,0.13206999999999999,0.17968000000000001,0.24909000000000001,0.21399000000000001,9.0069999999999997E-2,0.22828000000000001
07/08/23 06:00,0.268814,0.245363,0.30302499999999999,0.42048099999999999,0.234288,0.26500000000000001,0.21199999999999999,0.253,,0.30099999999999999,0.123,0.20300000000000001,0.31,0.34699999999999998,0.22800000000000001,0.188,0.35299999999999998,0.17909,0.22617999999999999,0.11254,0.14563000000000001,0.46103,0.11670999999999999,0.24812999999999999,0.35848999999999998,0.14810999999999999,0.189,0.28000000000000003,,0.51500000000000001,0.73289000000000004,0.10579,0.183,0.253,6.658E-2,0.18398999999999999,0.30906800000000001,0.22935900000000001,0.26900000000000002,0.25407999999999997,0.35110999999999998,0.19216,0.29648999999999998,0.21482999999999999,0.15994,0.20441000000000001,0.17943000000000001,0.17066300000000001,0.25153300000000001,0.20784900000000001,,,,,0.10548,0.21081
07/08/23 07:00,0.32994600000000002,0.29011599999999999,0.3105,0.77014300000000002,0.238119,0.28199999999999997,0.223,0.27800000000000002,,0.376,0.128,0.20799999999999999,0.28999999999999998,0.32500000000000001,0.27500000000000002,0.21,0.35399999999999998,0.17646999999999999,0.27633999999999997,0.11856999999999999,0.18357999999999999,0.62765000000000004,0.191,0.28286,0.34223999999999999,0.15211,0.19400000000000001,0.307,,0.65700000000000003,0.77692000000000005,0.11559,0.21199999999999999,0.26600000000000001,8.5980000000000001E-2,0.18636,0.29831000000000002,0.25289400000000001,0.35599999999999998,0.27715000000000001,0.35859999999999997,0.19669,0.21867,0.27313999999999999,0.19941,0.24343999999999999,0.20685999999999999,0.18378800000000001,0.25026399999999999,0.21069499999999999,0.12520000000000001,0.21317,0.25905,0.23844000000000001,0.10784000000000001,0.23446
07/08/23 08:00,0.35948400000000003,0.40412799999999999,0.34876699999999999,0.55730900000000005,0.26330700000000001,0.26,0.221,0.29499999999999998,,0.38100000000000001,0.126,0.26600000000000001,0.29499999999999998,0.63,0.35099999999999998,0.42299999999999999,0.38300000000000001,0.20576,0.25855,0.15615999999999999,0.12825,0.82386999999999999,0.43182999999999999,0.41624,0.33565,0.15401000000000001,0.219,0.30299999999999999,,0.56399999999999995,0.84036999999999995,0.11744,0.18,0.29099999999999998,0.23385,0.24146000000000001,0.30710199999999999,0.26374999999999998,0.39,0.34616000000000002,0.70552999999999999,0.41770000000000002,0.61646999999999996,0.36875999999999998,0.31362000000000001,0.32889000000000002,0.30492000000000002,0.186025,0.24061299999999999,0.23224800000000001,0.16882,0.33928999999999998,0.28665000000000002,0.35224,0.14716000000000001,0.25950000000000001
07/08/23 09:00,0.40879700000000002,0.63619899999999996,0.44284600000000002,0.85252099999999997,0.37127100000000002,0.248,0.23200000000000001,0.30499999999999999,,0.33,0.125,0.64,0.65400000000000003,0.72199999999999998,0.443,0.77700000000000002,0.435,0.20368,0.26067000000000001,0.21823000000000001,0.12114,1.03087,0.38042999999999999,0.33472000000000002,0.25778000000000001,0.15729000000000001,0.29799999999999999,0.30299999999999999,,0.77400000000000002,0.73451999999999995,0.16594,0.19700000000000001,0.33900000000000002,0.32557999999999998,0.25169999999999998,,0.28276400000000002,0.39600000000000002,0.38755000000000001,0.62285999999999997,0.43767,0.80118,0.39833000000000002,0.37780000000000002,0.58242000000000005,0.50695999999999997,0.20848700000000001,0.262627,0.23971700000000001,0.22216,0.27026,0.30116999999999999,0.30939,0.17577000000000001,0.25574000000000002
07/08/23 10:00,0.41619800000000001,0.48093000000000002,0.43274499999999999,1.0488,0.64460899999999999,0.24299999999999999,0.193,0.30299999999999999,,0.29799999999999999,0.125,0.79700000000000004,0.55700000000000005,0.746,0.58399999999999996,0.878,0.65,0.20887,0.17383000000000001,0.2681,0.10944,0.71245999999999998,0.52237,0.59552000000000005,0.29915000000000003,0.15734999999999999,0.40100000000000002,0.3,,0.72199999999999998,0.74963999999999997,0.35971999999999998,0.24299999999999999,0.46200000000000002,0.24757000000000001,0.36549999999999999,0.273669,0.29104799999999997,0.53700000000000003,0.34859000000000001,0.85646,0.67413000000000001,0.75588999999999995,0.41376000000000002,0.40500000000000003,0.68642000000000003,0.57811000000000001,0.25861000000000001,0.252471,0.231652,0.21068000000000001,0.29044999999999999,0.25716,0.27761000000000002,0.17205000000000001,0.24804000000000001
07/08/23 11:00,0.41847299999999998,0.45282499999999998,0.40946700000000003,0.70537300000000003,0.72641500000000003,0.24,0.25600000000000001,0.28899999999999998,,0.307,0.124,0.75900000000000001,0.42799999999999999,0.65600000000000003,0.52900000000000003,0.80200000000000005,0.624,0.19608999999999999,0.17560999999999999,0.22863,9.9030000000000007E-2,0.72108000000000005,0.58828999999999998,0.68420999999999998,0.13618,0.15656,0.41899999999999998,0.27,,0.54200000000000004,0.66956000000000004,0.43607000000000001,0.18099999999999999,0.49,0.18740999999999999,0.33317000000000002,0.38759500000000002,0.27096399999999998,0.39400000000000002,,1.0392600000000001,0.50217000000000001,0.61245000000000005,0.46246999999999999,0.47155999999999998,0.67967999999999995,0.55291000000000001,0.284111,0.25303999999999999,0.21931400000000001,0.21229000000000001,0.24343000000000001,0.25112000000000001,0.28382000000000002,0.14571999999999999,0.24301
07/09/23 12:00,0.38053500000000001,0.41786400000000001,0.44365199999999999,0.77676500000000004,0.77717099999999995,0.23100000000000001,0.22,0.26200000000000001,,0.34699999999999998,0.122,0.81899999999999995,0.34,0.42399999999999999,0.54600000000000004,0.61499999999999999,0.48199999999999998,0.22269,6.2480000000000001E-2,0.13835,6.4799999999999996E-2,0.67618999999999996,0.4572,0.5272,0.12628,0.18118999999999999,0.36,0.26200000000000001,,0.39,0.51548000000000005,0.29249999999999998,0.14599999999999999,0.52300000000000002,0.15715999999999999,0.30425999999999997,0.32338600000000001,0.263795,0.59699999999999998,,0.88246999999999998,0.39718999999999999,0.31946000000000002,0.53044999999999998,0.38879999999999998,0.66842999999999997,0.50763999999999998,0.24521899999999999,0.26046599999999998,0.21876599999999999,0.22153999999999999,0.25020999999999999,0.25453999999999999,0.28473999999999999,0.10607,0.23047999999999999
07/09/23 01:00,0.41007300000000002,0.389067,0.38885799999999998,0.79643299999999995,0.75364600000000004,0.23899999999999999,0.23200000000000001,0.26300000000000001,,0.30099999999999999,0.11799999999999999,0.76600000000000001,0.315,0.42099999999999999,0.53700000000000003,0.58699999999999997,0.373,0.26978000000000002,4.6039999999999998E-2,0.13388,5.0459999999999998E-2,0.64571999999999996,0.38629000000000002,0.39701999999999998,9.887E-2,0.20082,0.30499999999999999,0.26900000000000002,,0.42399999999999999,0.48548000000000002,0.23297999999999999,0.152,0.27700000000000002,0.14057,0.25346999999999997,0.30476599999999998,0.27477000000000001,0.52500000000000002,,0.56025999999999998,0.36376999999999998,0.32522000000000001,0.53439000000000003,0.36830000000000002,0.61719000000000002,0.62304999999999999,0.21573999999999999,0.242759,0.21770900000000001,0.20862,0.23794000000000001,0.24829999999999999,0.27916000000000002,8.4809999999999997E-2,0.23016
07/09/23 02:00,0.36599300000000001,0.37151600000000001,0.35259800000000002,0.67554199999999998,0.64632900000000004,0.23599999999999999,0.23200000000000001,0.25900000000000001,,0.26400000000000001,0.11600000000000001,0.71,0.27300000000000002,0.42,0.503,0.42499999999999999,0.36199999999999999,0.22045000000000001,5.2880000000000003E-2,0.13968,6.5490000000000007E-2,,0.35336000000000001,0.39050000000000001,8.7690000000000004E-2,0.22522,0.27900000000000003,0.26500000000000001,,0.33100000000000002,0.43130000000000002,0.20843999999999999,0.153,0.28699999999999998,0.13469999999999999,0.22,0.28921599999999997,0.25912600000000002,0.55500000000000005,,0.53781000000000001,0.35041,0.47671000000000002,0.61004000000000003,0.40620000000000001,0.61134999999999995,0.70909,0.207459,0.24315899999999999,0.23877599999999999,0.19514000000000001,0.10501000000000001,0.24013999999999999,0.27134000000000003,7.5039999999999996E-2,0.22314000000000001
07/09/23 03:00,0.34133000000000002,0.35136099999999998,0.33478599999999997,0.64463400000000004,0.58455599999999996,0.26200000000000001,0.221,0.26800000000000002,,0.24399999999999999,0.10299999999999999,0.72599999999999998,0.28000000000000003,0.38100000000000001,0.45900000000000002,0.32900000000000001,0.34599999999999997,0.20924999999999999,5.5579999999999997E-2,0.14815,6.1710000000000001E-2,0.52676999999999996,0.29471999999999998,0.34051999999999999,0.10349,0.22039,0.25800000000000001,0.26600000000000001,,0.33400000000000002,0.43645,0.19808999999999999,0.193,0.23699999999999999,0.14433000000000001,0.18751999999999999,0.29653499999999999,0.260737,0.51600000000000001,0.26645999999999997,0.47116000000000002,0.32773000000000002,0.31608000000000003,0.53359000000000001,0.38836999999999999,0.57435000000000003,0.74190999999999996,0.230827,0.26659699999999997,0.24543699999999999,0.18536,9.4079999999999997E-2,0.23623,0.27251999999999998,7.9100000000000004E-2,0.22425999999999999
07/09/23 04:00,0.316886,0.33826899999999999,0.335314,0.58691800000000005,0.56367299999999998,0.23100000000000001,0.27900000000000003,0.26300000000000001,,0.23200000000000001,0.104,0.60299999999999998,0.28899999999999998,0.38800000000000001,0.33800000000000002,0.35399999999999998,0.33100000000000002,0.20241999999999999,5.1339999999999997E-2,0.14099999999999999,,0.45140999999999998,0.26199,0.35533999999999999,0.14982000000000001,0.20194999999999999,0.24299999999999999,0.25600000000000001,,0.34100000000000003,0.44714999999999999,0.21382999999999999,0.22600000000000001,0.24199999999999999,0.14352999999999999,0.17247000000000001,0.32377800000000001,0.28348600000000002,0.436,0.26095000000000002,0.41349000000000002,0.36015999999999998,0.40400999999999998,0.44846999999999998,0.38883000000000001,0.47197,0.56681999999999999,0.23011899999999999,0.27911900000000001,0.25501000000000001,0.17429,9.332E-2,0.23988000000000001,0.33173999999999998,8.3629999999999996E-2,0.22539999999999999
07/09/23 05:00,0.31492700000000001,0.31268800000000002,0.31135699999999999,0.58561600000000003,0.58757899999999996,0.24399999999999999,0.32,0.251,,0.246,0.11700000000000001,0.46200000000000002,0.26500000000000001,0.38900000000000001,0.28899999999999998,0.35,0.33200000000000002,0.21423,5.5160000000000001E-2,0.14163000000000001,8.165E-2,0.42974000000000001,,0.36653000000000002,0.15967999999999999,0.18534999999999999,0.23400000000000001,0.24299999999999999,,0.30399999999999999,0.42937999999999998,0.23832,0.151,0.24,0.15554999999999999,0.15851000000000001,0.32593499999999997,0.28085599999999999,0.38,0.24584,0.43945000000000001,0.30823,0.54705999999999999,0.40037,0.34450999999999998,0.47217999999999999,0.40206999999999998,0.209039,0.27502300000000002,0.30166799999999999,0.16256000000000001,9.2950000000000005E-2,0.24449000000000001,0.27062999999999998,8.7590000000000001E-2,0.22700000000000001
07/09/23 06:00,0.32847300000000001,0.30862099999999998,0.32717800000000002,0.48265000000000002,0.54117199999999999,0.23400000000000001,0.32900000000000001,0.253,,0.22500000000000001,0.13,0.35,0.26,0.373,0.28899999999999998,0.30499999999999999,0.318,0.19988,5.3809999999999997E-2,0.13544999999999999,9.5509999999999998E-2,0.41776999999999997,0.22261,0.35174,0.19883999999999999,0.17215,0.22500000000000001,0.23599999999999999,,0.25900000000000001,0.43947999999999998,0.24207000000000001,0.14399999999999999,0.216,0.14749000000000001,0.15043000000000001,0.29389599999999999,0.27373799999999998,0.40200000000000002,0.23551,0.71521999999999997,0.31644,0.57094999999999996,0.31446000000000002,0.32945000000000002,0.441,0.40555999999999998,0.21258099999999999,0.259044,0.26273000000000002,0.15315000000000001,9.4280000000000003E-2,0.23863000000000001,0.27487,8.201E-2,0.22897999999999999
07/09/23 07:00,0.34028900000000001,0.31607099999999999,0.321079,0.43981999999999999,0.43222899999999997,0.224,0.253,0.26600000000000001,,0.221,0.151,0.28899999999999998,0.26600000000000001,0.377,0.28499999999999998,0.30399999999999999,0.315,0.18254000000000001,5.6189999999999997E-2,0.12938,9.4049999999999995E-2,0.37896000000000002,0.19363,0.33173000000000002,0.34436,0.16533999999999999,0.214,0.22600000000000001,,0.23499999999999999,0.41388000000000003,0.21006,0.14599999999999999,0.22700000000000001,0.1076,0.17710000000000001,0.29672599999999999,0.27620299999999998,0.38,0.23779,0.36553000000000002,0.40948000000000001,0.43278,0.25285000000000002,0.35881999999999997,0.37574000000000002,0.48715999999999998,0.22231600000000001,0.25623099999999999,0.21340500000000001,0.16833999999999999,7.4230000000000004E-2,0.23366999999999999,0.26790999999999998,0.10551000000000001,0.22347
07/09/23 08:00,0.318546,0.30562499999999998,0.32223499999999999,0.41312399999999999,0.39448100000000003,0.20300000000000001,0.24399999999999999,0.27900000000000003,,0.20699999999999999,0.124,0.221,0.27400000000000002,0.376,0.28899999999999998,0.28499999999999998,0.313,0.18029000000000001,6.361E-2,0.13725999999999999,0.10829,0.37090000000000001,0.18090999999999999,0.32328000000000001,0.29200999999999999,0.15926999999999999,0.20599999999999999,0.218,,0.26600000000000001,0.39584000000000003,0.20301,0.14499999999999999,0.22900000000000001,0.11752,0.20437,0.23189799999999999,0.28510000000000002,0.36499999999999999,0.24451000000000001,0.30512,0.39295000000000002,0.35976000000000002,0.32994000000000001,0.68794999999999995,0.33200000000000002,0.46684999999999999,0.23752599999999999,0.25134299999999998,0.19694900000000001,0.19095000000000001,6.6919999999999993E-2,0.22572999999999999,0.25201000000000001,0.11384,0.23153000000000001
07/09/23 09:00,0.30835099999999999,0.31004500000000002,0.28726800000000002,0.386019,0.37057800000000002,0.193,0.214,0.251,,0.21299999999999999,0.129,0.19500000000000001,0.28799999999999998,0.40899999999999997,0.28599999999999998,0.26700000000000002,0.309,0.17302999999999999,7.2050000000000003E-2,0.12762999999999999,0.10553999999999999,0.40576000000000001,0.22017999999999999,0.33867000000000003,0.35227000000000003,0.15368000000000001,0.19900000000000001,0.21,,0.30099999999999999,0.44064999999999999,0.29876000000000003,0.14399999999999999,0.23,0.11798,0.18793000000000001,0.182172,0.247951,0.32500000000000001,0.24657000000000001,0.30137000000000003,0.32694000000000001,0.34462999999999999,0.26589000000000002,0.34143000000000001,0.28667999999999999,0.34431,0.18837499999999999,0.25581900000000002,0.18670800000000001,0.17990999999999999,6.1080000000000002E-2,0.22488,0.25664999999999999,8.8029999999999997E-2,0.24268000000000001
07/09/23 10:00,0.28685500000000003,0.27030300000000002,0.29112500000000002,0.40932800000000003,0.32703300000000002,0.191,0.16900000000000001,0.24299999999999999,,0.21099999999999999,0.11600000000000001,0.2,0.29199999999999998,0.40200000000000002,0.26900000000000002,0.248,0.30499999999999999,0.17934,9.7900000000000001E-2,0.10100000000000001,9.3429999999999999E-2,0.45387,0.24026,0.33766000000000002,0.35413,0.15234,0.19500000000000001,0.19700000000000001,,0.29599999999999999,0.41386000000000001,0.20549999999999999,0.14899999999999999,0.23,8.8940000000000005E-2,0.18704999999999999,0.18307499999999999,0.23591300000000001,0.29599999999999999,0.23180000000000001,0.30534,0.26099,0.22897000000000001,0.19961999999999999,0.23607,0.24673999999999999,0.31375999999999998,0.19226499999999999,0.24101600000000001,0.18194299999999999,0.16292999999999999,5.4559999999999997E-2,0.21239,0.24764,4.6870000000000002E-2,0.24293000000000001
07/09/23 11:00,0.28124500000000002,0.24737999999999999,0.29114400000000001,0.392073,0.27743699999999999,0.17599999999999999,0.19400000000000001,0.24399999999999999,,0.23200000000000001,0.122,0.193,0.30599999999999999,0.39600000000000002,0.26500000000000001,0.23599999999999999,0.29899999999999999,0.19017000000000001,9.7019999999999995E-2,0.11301,0.10579,0.41509000000000001,0.21431,0.35032000000000002,0.40518999999999999,0.15087999999999999,0.17899999999999999,0.20599999999999999,,0.34799999999999998,0.41038000000000002,0.15104999999999999,0.16300000000000001,0.22800000000000001,8.5819999999999994E-2,0.17158999999999999,0.17121800000000001,0.24210300000000001,0.29399999999999998,0.22267000000000001,0.27964,0.21545,0.22026999999999999,0.18076999999999999,0.18053,0.2059,0.25435000000000002,0.183672,0.233653,0.176565,0.14928,5.0680000000000003E-2,0.21858,0.23180000000000001,7.5490000000000002E-2,0.23066999999999999
07/09/23 12:00,0.29285499999999998,0.246278,0.29192400000000002,0.38102799999999998,0.24226300000000001,0.186,0.18,0.23300000000000001,,0.20399999999999999,0.125,0.19800000000000001,0.29199999999999998,0.38400000000000001,0.26200000000000001,0.215,0.29799999999999999,0.18248,0.11061,0.11097,0.10808,0.41411999999999999,0.17261000000000001,0.39228000000000002,0.38272,0.14374999999999999,0.17299999999999999,0.22,,0.3,0.44390000000000002,0.1211,0.188,0.22700000000000001,8.301E-2,0.18343000000000001,0.16542299999999999,0.237488,0.28599999999999998,0.23505000000000001,0.29459999999999997,0.19213,0.18453,0.19356000000000001,0.16227,0.18417,0.21073,0.169875,0.23269899999999999,0.171815,0.14882000000000001,2.3810000000000001E-2,0.21210999999999999,0.22625000000000001,8.2180000000000003E-2,0.21693999999999999
07/09/23 01:00,0.28785699999999997,0.25541900000000001,0.29193999999999998,0.36715300000000001,0.25355299999999997,0.189,0.17699999999999999,0.245,,0.22600000000000001,0.124,0.18,0.316,0.35599999999999998,0.26100000000000001,0.20599999999999999,0.29399999999999998,0.16847999999999999,0.14141000000000001,0.1172,0.13836999999999999,0.40677999999999997,0.18698999999999999,0.34331,0.38218999999999997,0.14080999999999999,0.18,0.23100000000000001,,0.34399999999999997,0.50134999999999996,0.12456,0.182,0.20799999999999999,8.4459999999999993E-2,0.18010999999999999,0.16992599999999999,0.240978,0.28699999999999998,0.26868999999999998,0.29980000000000001,0.19767000000000001,0.14946000000000001,0.19721,0.15442,0.18531,0.2014,0.182555,0.246361,0.176455,0.13499,2.4029999999999999E-2,0.21784000000000001,0.21887000000000001,7.9210000000000003E-2,0.19306000000000001
07/09/23 02:00,0.29099199999999997,0.25147799999999998,0.295095,0.36666900000000002,0.25599899999999998,0.20699999999999999,0.19,0.24299999999999999,,0.21,0.11899999999999999,0.17,0.30599999999999999,0.374,0.254,0.20399999999999999,0.29499999999999998,0.16827,0.15692999999999999,0.12117,0.15339,0.41169,0.17122999999999999,0.26983000000000001,0.40405999999999997,0.1431,0.17499999999999999,0.24199999999999999,,0.38800000000000001,0.53857999999999995,0.13477,0.22800000000000001,0.20499999999999999,9.4520000000000007E-2,0.19103999999999999,0.17061299999999999,0.245979,0.27800000000000002,0.24546000000000001,0.29076000000000002,0.20272999999999999,0.21296000000000001,0.21168000000000001,0.15045,0.17194999999999999,0.19341,0.15315500000000001,0.24295600000000001,0.17576900000000001,0.11904000000000001,3.8100000000000002E-2,0.22606000000000001,0.21634,7.8219999999999998E-2,0.21282000000000001
07/09/23 03:00,0.29946400000000001,0.26092599999999999,0.30193900000000001,0.361572,0.249307,0.20799999999999999,0.186,0.24099999999999999,,0.216,0.11799999999999999,0.157,0.29499999999999998,0.35099999999999998,0.247,0.193,0.28899999999999998,0.16547999999999999,0.16409000000000001,0.12399,0.16247,0.43941000000000002,0.189,0.26029999999999998,0.43753999999999998,0.14076,0.17599999999999999,0.24299999999999999,,0.40699999999999997,0.54015000000000002,0.1244,0.22800000000000001,0.217,8.9039999999999994E-2,0.18098,0.169964,0.22476099999999999,0.26700000000000002,0.28169,0.30265999999999998,0.21278,0.16664999999999999,0.22808,0.1462,0.17055000000000001,0.19581999999999999,0.179259,0.236211,0.17046500000000001,0.11867999999999999,4.5330000000000002E-2,0.22101000000000001,0.21807000000000001,7.7090000000000006E-2,0.21492
07/09/23 04:00,0.295545,0.25475500000000001,0.31951299999999999,0.35121599999999997,0.240097,0.21299999999999999,0.16700000000000001,0.23599999999999999,,0.217,0.11799999999999999,0.16500000000000001,0.315,0.32,0.249,0.19700000000000001,0.307,0.1812,0.17649999999999999,0.12447,0.17960000000000001,0.41532999999999998,0.17362,0.29802000000000001,0.44702999999999998,0.13963,0.17100000000000001,0.246,,0.38,0.57289999999999996,0.11473999999999999,0.23100000000000001,0.22,0.10290000000000001,0.16406000000000001,0.195465,0.233322,0.28000000000000003,0.27378999999999998,0.32589000000000001,0.21052999999999999,0.18803,0.2218,0.16274,0.17665,0.21834000000000001,0.18623600000000001,0.242202,0.18562300000000001,0.10906,4.0969999999999999E-2,0.22228000000000001,0.21457000000000001,7.9799999999999996E-2,0.20763999999999999
07/09/23 05:00,0.28806700000000002,0.25419799999999998,0.32666899999999999,0.36837399999999998,0.23358899999999999,0.21299999999999999,0.16400000000000001,0.24,,0.22700000000000001,0.11600000000000001,0.16500000000000001,0.29199999999999998,0.35699999999999998,0.25,0.19700000000000001,0.309,0.17104,0.19691,0.11829000000000001,0.18723999999999999,0.40764,0.16345000000000001,0.31162000000000001,0.44805,0.13983999999999999,0.17,0.253,,0.441,0.60797999999999996,0.11174000000000001,0.20300000000000001,0.222,8.1530000000000005E-2,0.18620999999999999,0.220944,0.25132100000000002,0.26200000000000001,0.25352000000000002,0.31456000000000001,0.23091,0.21285999999999999,0.22549,0.15873000000000001,0.17801,0.22897999999999999,0.171343,0.24563599999999999,0.18687300000000001,0.10759000000000001,4.5749999999999999E-2,0.22495000000000001,0.21698000000000001,8.7779999999999997E-2,0.22857
07/09/23 06:00,0.30046299999999998,0.25963399999999998,0.327565,0.42157,0.24646100000000001,0.23,0.18099999999999999,0.252,,0.224,0.125,0.17,0.26900000000000002,0.35799999999999998,0.24399999999999999,0.214,0.30599999999999999,0.16958000000000001,0.22597999999999999,0.12391000000000001,0.17706,0.48422999999999999,0.17535000000000001,0.37074000000000001,0.42364000000000002,0.14016000000000001,0.16800000000000001,0.26700000000000002,,0.39700000000000002,0.60168999999999995,0.10501000000000001,0.16800000000000001,0.23100000000000001,8.0979999999999996E-2,0.23468,0.21649199999999999,0.25909300000000002,0.26800000000000002,0.26777000000000001,0.34244999999999998,0.22101000000000001,0.17451,0.26045000000000001,0.16370999999999999,0.17635000000000001,0.23982999999999999,0.18679399999999999,0.24998000000000001,0.19078800000000001,0.10846,3.8280000000000002E-2,0.22267999999999999,0.21992,9.7939999999999999E-2,0.23150999999999999
07/09/23 07:00,0.32864100000000002,0.25085000000000002,0.34389500000000001,0.44397999999999999,0.26730599999999999,0.245,0.20899999999999999,0.252,,0.29599999999999999,0.11899999999999999,0.184,0.25800000000000001,0.39200000000000002,0.251,0.214,0.308,0.18473000000000001,0.26035999999999998,0.12679000000000001,0.17638000000000001,0.67654000000000003,0.16592999999999999,0.36425999999999997,0.39101000000000002,0.14246,0.16600000000000001,0.26800000000000002,,0.39900000000000002,0.62427999999999995,0.11217000000000001,0.19500000000000001,0.24399999999999999,8.3659999999999998E-2,0.22943,0.21623800000000001,0.26708100000000001,0.28899999999999998,0.32865,0.37037999999999999,0.21229999999999999,0.15511,0.23263,0.20626,0.19724,0.24032999999999999,0.177486,0.24815000000000001,0.20800099999999999,0.11677999999999999,2.894E-2,0.24141000000000001,0.22894999999999999,0.10233,0.28290999999999999
