Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
03/20/23 07:00,0.36317500000000003,0.42149199999999998,0.312861,0.54344599999999998,0.34923900000000002,0.34300000000000003,0.29199999999999998,0.34300000000000003,0.23,0.46,0.23799999999999999,0.26600000000000001,0.35504999999999998,0.437,0.56000000000000005,0.94299999999999995,0.81699999999999995,,0.41052,0.17663999999999999,,0.79295000000000004,0.34403,0.62988999999999995,0.45501000000000003,0.36603999999999998,0.317,0.41099999999999998,0.50777700000000003,0.8,0.14082,0.33495999999999998,0.64200000000000002,,0.36699999999999999,0.5887,0.23780899999999999,0.40292,0.67200000000000004,0.77822999999999998,0.64688999999999997,0.47059000000000001,0.81086000000000003,0.37406,0.25389,0.54747999999999997,0.59289999999999998,0.40583200000000003,0.31659300000000001,0.50680999999999998,0.33593000000000001,0.26926,,0.30978,0.22944999999999999,0.34978999999999999
03/20/23 08:00,0.41180800000000001,0.45504899999999998,0.318745,0.64216600000000001,0.34989900000000002,0.441,0.248,0.38300000000000001,0.3,0.33500000000000002,0.245,0.29899999999999999,0.47899999999999998,0.47399999999999998,0.80200000000000005,0.64300000000000002,0.83199999999999996,,0.43339,,,0.76010999999999995,0.37734000000000001,0.89953000000000005,0.46095999999999998,0.53236000000000006,0.35699999999999998,0.377,0.82052599999999998,0.76100000000000001,0.1739,0.37611,0.68700000000000006,,0.53754000000000002,0.63187000000000004,0.232325,0.412132,0.73,1.0209299999999999,0.56589999999999996,0.65808999999999995,0.62004999999999999,0.32325999999999999,0.35265999999999997,0.26943,0.33567000000000002,0.41561799999999999,0.27707599999999999,0.52873800000000004,0.38418999999999998,0.26489000000000001,,0.30055999999999999,0.21693999999999999,0.37862000000000001
03/20/23 09:00,0.46460400000000002,0.43470700000000001,0.32670900000000003,0.67387200000000003,0.36491200000000001,0.379,0.38400000000000001,0.218,0.32300000000000001,0.35099999999999998,0.23899999999999999,0.31,0.48594999999999999,0.50700000000000001,0.74299999999999999,0.63900000000000001,0.82099999999999995,,0.40229999999999999,0.22131999999999999,,0.81401000000000001,0.39245999999999998,0.94191999999999998,0.46845999999999999,0.50802999999999998,0.58499999999999996,0.28999999999999998,0.593275,0.69,0.16147,0.35350999999999999,0.46700000000000003,,0.52436000000000005,0.65869999999999995,0.22758300000000001,0.336816,0.69299999999999995,1.2551600000000001,0.89220999999999995,0.87556,0.36959999999999998,0.42973,0.43978,0.31623000000000001,0.48574000000000001,0.32651400000000003,0.28472199999999998,0.601495,0.41319,0.29864000000000002,,0.3009,0.19594,0.31559999999999999
03/20/23 10:00,0.5,0.47301900000000002,0.30152800000000002,0.60014500000000004,0.36210199999999998,0.26300000000000001,0.46300000000000002,0.224,0.27800000000000002,0.33800000000000002,0.245,0.26700000000000002,0.33489999999999998,0.46400000000000002,0.38600000000000001,0.61299999999999999,0.45300000000000001,,0.49202000000000001,0.29143999999999998,,0.86406000000000005,0.40631,0.80112000000000005,0.50383999999999995,0.3931,0.496,0.25600000000000001,0.51602499999999996,0.51100000000000001,0.11476,0.34337000000000001,0.39300000000000002,,0.39068999999999998,0.64324000000000003,0.217172,0.31383800000000001,0.66900000000000004,1.11232,0.63161,0.66922000000000004,0.44653999999999999,0.42212,0.26606999999999997,0.28886000000000001,0.44144,0.33166600000000002,0.3972,0.52659500000000004,0.42386000000000001,0.31724000000000002,,0.34406999999999999,0.19903999999999999,0.30620999999999998
03/20/23 11:00,0.45751500000000001,0.43946299999999999,0.36985400000000002,0.53393800000000002,0.366033,0.21,0.46899999999999997,0.248,0.187,0.35099999999999998,0.23799999999999999,0.26900000000000002,0.30885000000000001,0.48599999999999999,0.34899999999999998,0.47699999999999998,0.621,,0.45207999999999998,0.21862000000000001,,0.72687999999999997,0.42865999999999999,0.86885000000000001,0.83413000000000004,0.23765,0.36299999999999999,0.223,0.49677399999999999,0.44600000000000001,0.36036000000000001,0.29988999999999999,0.2,,0.38435000000000002,0.45729999999999998,0.205512,0.29878399999999999,0.55900000000000005,0.44924999999999998,0.37785000000000002,0.40871000000000002,0.36459000000000003,0.30281000000000002,0.29077999999999998,0.25533,0.37021999999999999,1.0226200000000001,0.43289299999999997,0.47562599999999999,0.40101999999999999,0.32490000000000002,,0.38522000000000001,0.19217999999999999,0.27061000000000002
03/21/23 12:00,0.48804199999999998,0.356935,0.44497599999999998,0.480078,0.34853899999999999,0.20300000000000001,0.28000000000000003,0.29699999999999999,0.185,0.22700000000000001,0.22700000000000001,0.26200000000000001,0.2828,0.40200000000000002,0.34599999999999997,0.49399999999999999,0.40600000000000003,,0.40756999999999999,0.21138000000000001,,0.62619000000000002,0.43583,0.74204000000000003,0.61946000000000001,0.20263,0.314,0.184,0.43652299999999999,0.35699999999999998,0.65378999999999998,0.24989,0.19700000000000001,,0.47874,0.55830000000000002,0.192467,0.28719,0.76200000000000001,0.41153000000000001,0.37924999999999998,0.33377000000000001,0.27004,0.35726000000000002,0.4501,0.26523000000000002,0.35968,0.47714699999999999,0.40188499999999999,0.36342799999999997,0.43297000000000002,0.28336,,0.36487999999999998,0.16123999999999999,0.22342000000000001
03/21/23 01:00,0.40670699999999999,0.345387,0.37711499999999998,0.50994200000000001,0.36347800000000002,0.214,0.23699999999999999,0.18099999999999999,0.19500000000000001,0.20699999999999999,0.24,0.26800000000000002,0.27575,0.4,0.33900000000000002,0.51,0.35199999999999998,,0.40014,0.25924000000000003,,0.54573000000000005,0.36775999999999998,0.75151999999999997,0.57364000000000004,0.19547999999999999,0.25700000000000001,0.23899999999999999,0.39427200000000001,0.307,0.50649,0.23164000000000001,0.17100000000000001,,0.34164,0.53647,0.18509999999999999,0.28462500000000002,0.69699999999999995,0.4738,0.27866999999999997,0.32356000000000001,0.29407,0.37967000000000001,0.52880000000000005,0.30346000000000001,0.41537000000000002,0.28829500000000002,0.30399700000000002,0.35647800000000002,0.33006000000000002,0.26182,,0.29531000000000002,0.12271,0.24315999999999999
03/21/23 02:00,0.43880400000000003,0.32394000000000001,0.37701899999999999,0.50183800000000001,0.38462200000000002,0.192,0.22700000000000001,0.16700000000000001,0.16600000000000001,0.23899999999999999,0.24399999999999999,0.23799999999999999,0.28570000000000001,0.40400000000000003,0.29499999999999998,0.54900000000000004,0.31900000000000001,,0.40215000000000001,0.26900000000000002,,,0.30529000000000001,0.63641000000000003,0.46855000000000002,0.19708999999999999,0.24199999999999999,0.26500000000000001,0.37702200000000002,0.29699999999999999,0.46231,0.23605000000000001,0.19700000000000001,,0.34104000000000001,0.41976000000000002,0.180004,0.270013,0.66400000000000003,0.48524,0.23493,0.34010000000000001,0.27012000000000003,0.29831999999999997,0.25312000000000001,0.26384000000000002,0.40537000000000001,0.30926799999999999,0.2351,0.35164400000000001,0.28996,0.2392,,0.27606000000000003,0.13064000000000001,0.21768999999999999
03/21/23 03:00,0.29745100000000002,0.32001200000000002,0.38051299999999999,0.38966299999999998,0.35266700000000001,0.21299999999999999,0.21099999999999999,0.16800000000000001,0.156,0.24299999999999999,0.255,0.22500000000000001,0.30064999999999997,0.375,0.28999999999999998,0.51700000000000002,0.32400000000000001,,0.38579999999999998,0.26550000000000001,,0.36620000000000003,0.24179,0.61424999999999996,0.36232999999999999,0.20246,0.23499999999999999,0.221,0.32977099999999998,0.30199999999999999,0.45611000000000002,0.27065,0.222,,0.29096,0.35691000000000001,0.17458199999999999,0.26869399999999999,0.63500000000000001,0.33744000000000002,0.31674999999999998,0.29350999999999999,0.22419,0.19977,0.24973999999999999,0.25595000000000001,0.26793,0.65518900000000002,0.235538,0.35243400000000003,0.30209999999999998,0.23516000000000001,,0.26845999999999998,0.14152000000000001,0.18329000000000001
03/21/23 04:00,0.30492999999999998,0.31698900000000002,0.29080600000000001,0.38043100000000002,0.32287399999999999,0.182,0.19600000000000001,0.156,0.161,0.221,0.252,0.23300000000000001,0.27160000000000001,0.35,0.28799999999999998,0.47799999999999998,0.30099999999999999,,0.32719999999999999,0.25083,,0.36506,0.23491999999999999,0.55908000000000002,0.29033999999999999,0.20621,0.23300000000000001,0.222,0.29052,0.26600000000000001,0.44069999999999998,0.26249,0.22,,0.29882999999999998,0.34426000000000001,0.16500300000000001,0.27626400000000001,0.60599999999999998,0.27135999999999999,0.32618999999999998,0.26357999999999998,0.23866999999999999,0.24245,0.41899999999999998,0.29327999999999999,0.31130999999999998,1.08083,0.24484700000000001,0.3483,0.29224,0.23524999999999999,,0.25990000000000002,0.13688,0.18393000000000001
03/21/23 05:00,0.30067300000000002,0.333561,0.28314400000000001,0.37865700000000002,0.34436299999999997,0.18099999999999999,0.23300000000000001,0.25,0.16900000000000001,0.223,0.248,0.19600000000000001,0.25155,0.375,0.25700000000000001,0.44700000000000001,0.28599999999999998,,0.3342,0.24951000000000001,,0.4017,0.24535000000000001,0.49373,0.2661,0.21263000000000001,0.23400000000000001,0.23300000000000001,0.290269,0.26400000000000001,0.43814999999999998,0.25716,0.214,,0.27772999999999998,0.33951999999999999,0.16378599999999999,0.27594800000000003,0.65500000000000003,0.29299999999999998,0.29975000000000002,0.28822999999999999,0.23691999999999999,0.30942999999999998,0.42623,0.30603000000000002,0.36729000000000001,0.33193099999999998,0.23543800000000001,0.35115099999999999,0.26125999999999999,0.23730000000000001,,0.27117000000000002,0.12656000000000001,0.18944
03/21/23 06:00,0.27681,0.37914900000000001,0.31027199999999999,0.59668399999999999,0.34291300000000002,0.32300000000000001,0.22600000000000001,0.29399999999999998,0.20699999999999999,0.40699999999999997,0.246,0.16700000000000001,0.26050000000000001,0.42799999999999999,0.42499999999999999,0.48899999999999999,0.31900000000000001,,0.32806999999999997,0.25957000000000002,,0.48864999999999997,0.33457999999999999,0.49120999999999998,0.24651000000000001,0.20898,0.22600000000000001,0.25900000000000001,0.30201899999999998,0.29099999999999998,0.47037000000000001,0.25818000000000002,0.20200000000000001,,0.27581,0.37739,0.17721200000000001,0.30953000000000003,0.70599999999999996,0.33215,0.39633000000000002,0.34011000000000002,0.31075000000000003,0.40355999999999997,0.45354,0.29753000000000002,0.42509999999999998,0.337038,0.24313299999999999,0.37623600000000001,0.24337,0.25652000000000003,,0.28588999999999998,0.1305,0.25266
03/21/23 07:00,0.311442,0.42261399999999999,0.35060999999999998,0.71079899999999996,0.36362299999999997,0.35899999999999999,0.41499999999999998,0.27600000000000002,0.245,0.501,0.247,0.19600000000000001,0.28044999999999998,0.42499999999999999,0.56399999999999995,0.45300000000000001,0.35299999999999998,,0.34683999999999998,0.25255,,0.62216000000000005,0.36451,0.58496000000000004,0.25967000000000001,0.21351999999999999,0.23,0.28299999999999997,0.36376799999999998,0.42,0.46388000000000001,0.26939000000000002,0.23300000000000001,,0.30706,0.44578000000000001,0.195523,0.35809200000000002,0.79,0.37908999999999998,0.52863000000000004,0.36577999999999999,0.504,0.3397,0.40573999999999999,0.27757999999999999,0.43036999999999997,0.30909500000000001,0.24631600000000001,0.39735500000000001,0.23877000000000001,0.26046000000000002,,0.30508999999999997,0.19832,0.25152000000000002
03/21/23 08:00,0.36892000000000003,0.39937800000000001,0.41307199999999999,0.78703699999999999,0.39734999999999998,0.318,0.55800000000000005,0.29699999999999999,0.249,0.42699999999999999,0.24399999999999999,0.251,0.2344,0.47199999999999998,0.36399999999999999,0.56299999999999994,0.34200000000000003,,0.39549000000000001,0.28381000000000001,,0.66405999999999998,0.31165999999999999,0.58333000000000002,0.28050999999999998,0.21365999999999999,0.249,0.32,0.42651699999999998,0.54300000000000004,0.58823000000000003,0.29155999999999999,0.219,,0.25972000000000001,0.45512000000000002,0.19193399999999999,0.34323799999999999,0.91400000000000003,0.40823999999999999,0.51195999999999997,0.34355000000000002,0.55761000000000005,0.54588000000000003,0.42226000000000002,0.29047000000000001,0.42044999999999999,0.28028799999999998,0.29306399999999999,,0.25724999999999998,0.29397000000000001,,0.33798,0.3362,0.30642999999999998
03/21/23 09:00,0.34527200000000002,0.38292199999999998,0.35287600000000002,0.60788799999999998,0.354713,0.32600000000000001,0.40799999999999997,0.188,0.23200000000000001,0.41199999999999998,0.22700000000000001,0.23799999999999999,0.19134999999999999,0.41399999999999998,0.33800000000000002,0.53500000000000003,0.28799999999999998,,0.36836999999999998,0.25786999999999999,,0.64093999999999995,0.30903000000000003,0.49804999999999999,0.25064999999999998,0.21067,0.25900000000000001,0.27800000000000002,0.37526700000000002,0.56899999999999995,0.52027000000000001,0.26690999999999998,0.16,,0.22347,0.46516999999999997,0.17779400000000001,0.32374599999999998,0.78600000000000003,0.47542000000000001,0.55518000000000001,0.38312000000000002,0.4017,0.41117999999999999,0.35537000000000002,0.27054,0.45705000000000001,0.256131,0.22928999999999999,0.53849899999999995,0.20773,0.27877999999999997,,0.33089000000000002,0.31006,0.27623999999999999
03/21/23 10:00,0.30851000000000001,0.35738599999999998,0.339036,0.66844300000000001,0.31612400000000002,0.27700000000000002,0.26300000000000001,0.19,0.214,0.35199999999999998,0.23499999999999999,0.219,0.14829999999999999,0.374,0.28499999999999998,0.49,0.29199999999999998,,0.35602,0.24295,,0.57994000000000001,0.28025,0.43140000000000001,0.26273999999999997,0.18465999999999999,0.25800000000000001,0.28799999999999998,0.39401599999999998,0.65800000000000003,0.50183999999999995,0.24259,0.14899999999999999,,0.20954999999999999,0.39085999999999999,,0.30757099999999998,0.81699999999999995,0.53205999999999998,0.55317000000000005,0.28677999999999998,0.34966000000000003,0.33431,0.31472,0.25412000000000001,0.36791000000000001,0.25730700000000001,0.23566400000000001,,0.19656999999999999,0.26938000000000001,,0.32129000000000002,0.22081000000000001,0.22142000000000001
03/21/23 11:00,0.27887800000000001,0.32771899999999998,0.34292499999999998,0.564114,0.31409100000000001,0.23899999999999999,0.17699999999999999,0.17499999999999999,0.193,0.41299999999999998,0.22500000000000001,0.252,0.11625000000000001,0.35399999999999998,0.27800000000000002,0.44900000000000001,0.251,,0.34805999999999998,0.25148999999999999,,0.45591999999999999,0.253,0.43565999999999999,0.25888,0.18443999999999999,0.23300000000000001,0.27800000000000002,0.34276499999999999,0.64500000000000002,0.46368999999999999,0.23080000000000001,0.154,,0.21378,0.33172000000000001,0.17344300000000001,0.32606299999999999,0.747,0.41038000000000002,0.49601000000000001,0.28448000000000001,0.24878,0.26040000000000002,0.26529999999999998,0.24207000000000001,0.29894999999999999,0.26737,0.22257199999999999,0.22939599999999999,0.18817,0.26474999999999999,,0.31041000000000002,0.21284,0.21429999999999999
03/21/23 12:00,0.30376700000000001,0.34116600000000002,0.33678599999999997,0.49868299999999999,0.31328800000000001,0.188,0.22,0.182,0.20100000000000001,0.34399999999999997,0.22500000000000001,0.247,0.11219999999999999,0.35899999999999999,0.27400000000000002,0.41599999999999998,0.27300000000000002,,0.34558,0.26967000000000002,,0.42658000000000001,0.23712,0.47699000000000003,0.24543000000000001,0.19128999999999999,0.23400000000000001,0.25600000000000001,0.30451400000000001,0.63100000000000001,0.46259,0.22855,0.151,,0.17718,0.30403999999999998,0.19034999999999999,0.329156,0.68400000000000005,0.30595,0.50551999999999997,0.25913000000000003,0.23174,0.23583000000000001,0.26032,0.21678,0.30602000000000001,0.24359700000000001,0.23627400000000001,0.213923,0.19091,0.26582,,0.30170000000000002,0.19886999999999999,0.22936000000000001
03/21/23 01:00,0.28416599999999997,0.35919699999999999,0.33361200000000002,0.47664600000000001,0.32602300000000001,0.219,0.215,0.18,0.19500000000000001,0.28699999999999998,0.22500000000000001,0.2,0.11715,0.36599999999999999,0.27600000000000002,0.41199999999999998,0.30499999999999999,,0.32990000000000003,0.23788999999999999,,0.48074,0.21371000000000001,0.42714000000000002,0.18648000000000001,0.19070999999999999,0.23100000000000001,0.22900000000000001,0.31826399999999999,0.65600000000000003,0.45967999999999998,0.24018,0.14699999999999999,,0.17318,0.31794,0.18588299999999999,0.31079899999999999,0.68799999999999994,0.29742000000000002,0.48496,0.23386999999999999,0.20948,0.23227,0.24263999999999999,0.21409,0.29968,0.249419,0.25114999999999998,0.231049,0.1883,0.25466,,0.30336999999999997,0.23776,0.24204999999999999
03/21/23 02:00,0.26991399999999999,0.36513600000000002,0.33410800000000002,0.45896300000000001,0.32225900000000002,0.24299999999999999,0.19700000000000001,0.17199999999999999,0.187,0.29099999999999998,0.22900000000000001,0.216,0.1211,0.39100000000000001,0.28000000000000003,0.443,0.30599999999999999,,0.32253999999999999,0.24262,,0.45840999999999998,0.25433,0.48422999999999999,0.16372,0.18775,0.223,0.22600000000000001,0.332013,0.70699999999999996,0.46506999999999998,0.23483000000000001,0.159,,0.16278000000000001,0.37526999999999999,0.185366,0.26942300000000002,0.63300000000000001,0.33885999999999999,0.50126000000000004,0.23596,0.24607999999999999,0.25518000000000002,0.23463000000000001,0.20799000000000001,0.29275000000000001,0.238538,0.216701,0.214697,0.18922,0.24965000000000001,,0.31857999999999997,0.18193000000000001,0.24679000000000001
03/21/23 03:00,0.26506099999999999,0.34509400000000001,0.351103,0.47916999999999998,0.330592,0.247,0.28000000000000003,0.19800000000000001,0.20399999999999999,0.33100000000000002,0.22900000000000001,0.184,0.13405,0.377,0.27400000000000002,0.42299999999999999,0.29499999999999998,,0.35518,0.23169000000000001,,0.60704999999999998,0.26055,0.44945000000000002,0.18362999999999999,0.18504999999999999,0.23,0.184,0.35676200000000002,0.58699999999999997,0.48957000000000001,0.24006,0.152,,0.16139999999999999,0.41665999999999997,0.19764599999999999,0.32694600000000001,0.63600000000000001,0.36121999999999999,0.53039000000000003,0.29931999999999997,0.28238999999999997,0.23569000000000001,0.22955,0.21851000000000001,0.26956999999999998,0.23769399999999999,0.23551900000000001,0.214536,,,,,0.15389,0.28072000000000003
03/21/23 04:00,0.34373799999999999,0.35443200000000002,0.37544300000000003,0.563608,0.32753700000000002,0.26300000000000001,0.27400000000000002,0.23200000000000001,0.21299999999999999,0.35199999999999998,0.223,0.219,0.157,0.41299999999999998,0.27400000000000002,0.47,0.32300000000000001,,0.36720000000000003,0.23769999999999999,,0.58604999999999996,0.29186000000000001,0.49631999999999998,0.23297999999999999,0.18193000000000001,0.23899999999999999,0.185,0.37751200000000001,0.63300000000000001,0.46482000000000001,0.23885999999999999,0.151,,0.39047999999999999,0.43543999999999999,0.20921799999999999,0.29682799999999998,0.70299999999999996,0.41576000000000002,0.65173999999999999,0.33661999999999997,0.28832999999999998,0.24364,0.21343999999999999,0.24023,0.30526999999999999,0.24405399999999999,0.232709,0.215003,0.18179000000000001,0.26112000000000002,,0.37817000000000001,0.23768,0.31031999999999998
03/21/23 05:00,0.29073599999999999,0.34073100000000001,0.39590399999999998,0.62312100000000004,0.35685899999999998,0.26600000000000001,0.40799999999999997,0.314,0.21199999999999999,0.42899999999999999,0.22500000000000001,0.23100000000000001,0.17094999999999999,0.40799999999999997,0.309,0.49099999999999999,0.35299999999999998,,0.34266000000000002,0.24665999999999999,,0.56555,0.22458,0.50870000000000004,0.2515,0.17974000000000001,0.23100000000000001,0.19500000000000001,0.37426100000000001,0.73499999999999999,0.48280000000000001,0.25683,0.19500000000000001,,0.45049,0.43593999999999999,0.21920300000000001,0.332785,0.748,0.42031000000000002,0.75531000000000004,0.26357999999999998,0.35165000000000002,0.22023999999999999,0.25662000000000001,0.24131,0.31041000000000002,0.25086599999999998,0.227856,0.21501600000000001,0.18942999999999999,0.28570000000000001,,0.38617000000000001,0.18437000000000001,0.31670999999999999
03/21/23 06:00,0.30043799999999998,0.40267500000000001,0.44161600000000001,0.58329200000000003,0.33723900000000001,0.38100000000000001,0.39500000000000002,0.46899999999999997,0.218,0.38800000000000001,0.22600000000000001,0.27,0.2349,0.5,0.39900000000000002,0.70599999999999996,0.36,,0.34747,0.28588999999999998,,0.93184999999999996,0.30657000000000001,0.51315,0.28399999999999997,0.17982000000000001,0.28899999999999998,0.22800000000000001,0.47800999999999999,0.74199999999999999,0.52451000000000003,0.26085000000000003,0.29799999999999999,,0.45349,0.44340000000000002,0.21820000000000001,0.36906,0.82499999999999996,0.40592,0.78437999999999997,0.28670000000000001,0.30214999999999997,0.27102999999999999,0.30684,0.29139999999999999,0.31030999999999997,0.29730099999999998,0.26946199999999998,0.34739399999999998,0.20802000000000001,0.29031000000000001,,,0.23885000000000001,0.29376000000000002
03/21/23 07:00,0.32571,0.46084199999999997,0.50204199999999999,0.59306899999999996,0.37422699999999998,0.48399999999999999,0.41099999999999998,0.71699999999999997,0.38900000000000001,0.86699999999999999,0.20499999999999999,0.32900000000000001,0.22985,0.871,1.073,1.046,0.622,,0.32675999999999999,0.40503,,0.84665000000000001,0.42108000000000001,0.51405999999999996,0.38007000000000002,0.18364,0.54100000000000004,0.27300000000000002,0.51475899999999997,0.997,0.5806,0.39861000000000002,0.19900000000000001,,0.51915,0.55045999999999995,0.25184099999999998,0.55700300000000003,0.98599999999999999,0.56498999999999999,0.84819999999999995,0.39036999999999999,0.32804,0.37037999999999999,0.51375999999999999,0.34900999999999999,0.50763999999999998,0.59736100000000003,0.49655700000000003,0.57159000000000004,0.25567000000000001,0.40882000000000002,,0.32826,0.33516000000000001,0.30277999999999999
03/21/23 08:00,0.344057,0.47202,0.48354399999999997,0.60986300000000004,0.39665699999999998,0.39100000000000001,0.47299999999999998,0.72,0.38400000000000001,1.7190000000000001,0.20699999999999999,0.31900000000000001,0.23280000000000001,1.149,1.6759999999999999,1.244,1.327,,0.43253000000000003,0.44790000000000002,,0.87585999999999997,0.43573000000000001,0.52022999999999997,0.37802000000000002,0.20416000000000001,1.335,0.59599999999999997,0.59150899999999995,1.03,0.60841000000000001,0.40872999999999998,0.215,,0.71292,0.41133999999999998,0.37599399999999999,0.71334200000000003,1.2230000000000001,0.68957999999999997,0.78841000000000006,0.56042000000000003,0.48443000000000003,0.58003000000000005,0.51541000000000003,0.33829999999999999,0.6512,0.48457699999999998,0.703878,0.657636,0.40619,0.36667,,0.44125999999999999,0.35214000000000001,0.30121999999999999
03/21/23 09:00,0.36327799999999999,0.48913699999999999,0.32980399999999999,0.59648800000000002,0.40324599999999999,0.37,0.65800000000000003,0.54600000000000004,0.40500000000000003,1.7110000000000001,0.22600000000000001,0.313,0.27474999999999999,1.524,1.6,1.194,1.387,,0.31877,0.36329,,0.75768000000000002,0.41222999999999999,0.79603000000000002,0.39968999999999999,0.27104,2.214,0.502,0.72125799999999995,1.881,0.56811,0.46655000000000002,0.34300000000000003,,0.78376000000000001,0.40083000000000002,0.36090499999999998,0.63893100000000003,1.25,0.67464000000000002,0.78171999999999997,0.75682000000000005,0.55288999999999999,0.80444000000000004,0.79761000000000004,0.54522999999999999,0.73633999999999999,0.39907799999999999,0.66746399999999995,0.40859400000000001,0.59321999999999997,0.37635000000000002,,0.41347,0.23755999999999999,0.25974999999999998
03/21/23 10:00,0.40798600000000002,0.46767999999999998,0.318218,0.67058200000000001,0.42475099999999999,0.35799999999999998,1.4219999999999999,0.36899999999999999,0.42899999999999999,1.2589999999999999,0.23699999999999999,0.433,0.41670000000000001,1.633,1.6439999999999999,1.708,1.7,,0.32454,0.34626000000000001,,0.7732,0.46461999999999998,0.92035,0.36301,0.31646000000000002,2.1850000000000001,0.43,0.69800700000000004,1.3660000000000001,0.63297000000000003,0.47114,0.47499999999999998,,0.72396000000000005,0.55901000000000001,0.29988199999999998,1.1459699999999999,1.2829999999999999,0.76085000000000003,0.78058000000000005,0.72768999999999995,0.53278000000000003,1.1909000000000001,1.2496499999999999,0.71321999999999997,0.95798000000000005,0.36262100000000003,0.77361000000000002,0.40158199999999999,0.57328000000000001,0.36093999999999998,,0.36526999999999998,0.23974999999999999,0.25209999999999999
03/21/23 11:00,0.51118799999999998,0.44791799999999998,0.30734400000000001,0.55186900000000005,0.42921399999999998,0.33700000000000002,1.893,0.38300000000000001,0.41799999999999998,0.72499999999999998,0.27900000000000003,0.40600000000000003,0.39765,1.48,1.4730000000000001,1.2390000000000001,1.351,,0.32382,0.33432000000000001,,0.81752000000000002,0.47982999999999998,0.99185000000000001,0.41161999999999999,0.67008999999999996,1.905,0.39,1.0947560000000001,1.379,0.53215999999999997,0.39455000000000001,0.47199999999999998,,0.63061,0.46744000000000002,0.29549599999999998,0.51923900000000001,1.238,0.97387999999999997,0.77727000000000002,0.66566999999999998,0.54239999999999999,1.23742,0.86328000000000005,0.81405000000000005,1.1018699999999999,0.36499300000000001,0.77820900000000004,0.38022499999999998,0.54178000000000004,0.35127999999999998,,0.35435,0.19209999999999999,0.26779999999999998
03/22/23 12:00,0.59567400000000004,0.47852899999999998,0.29037600000000002,0.49500300000000003,0.42082700000000001,0.30099999999999999,1.2230000000000001,0.32400000000000001,0.45600000000000002,0.57799999999999996,0.248,0.34,0.48459999999999998,0.84099999999999997,1.429,0.65,1.0680000000000001,,0.34077000000000002,0.33302999999999999,,0.71245000000000003,0.50785000000000002,0.91481000000000001,0.41932999999999998,0.76202000000000003,1.4730000000000001,0.36,0.93250599999999995,0.97799999999999998,0.49168000000000001,0.36509999999999998,0.39700000000000002,,0.71242000000000005,0.46805999999999998,0.36327500000000001,0.45517400000000002,1.3280000000000001,0.75541999999999998,1.06071,0.57023000000000001,0.57121,1.13785,0.68794,0.50395000000000001,0.73397000000000001,0.34603299999999998,0.42933900000000003,0.41341800000000001,0.44431999999999999,0.35021999999999998,,0.40739999999999998,0.20066000000000001,0.23799999999999999
03/22/23 01:00,0.66753600000000002,0.479599,0.28278599999999998,0.441278,0.398619,0.26800000000000002,0.80200000000000005,0.29799999999999999,0.34599999999999997,0.498,0.24,0.436,0.43054999999999999,0.747,1.2090000000000001,0.53700000000000003,0.7,,0.34762999999999999,0.20862,,0.73158000000000001,0.51441999999999999,1.0645100000000001,0.37241000000000002,0.48272999999999999,0.98199999999999998,0.34399999999999997,0.88425500000000001,1.1040000000000001,0.44047999999999998,0.36369000000000001,0.35599999999999998,,0.65198999999999996,0.65022999999999997,0.40731099999999998,0.36249999999999999,1.282,0.73033000000000003,0.67647999999999997,0.52837000000000001,0.46325,1.0599799999999999,0.65368000000000004,0.50534999999999997,0.57372000000000001,0.32533099999999998,0.26407399999999998,0.31879400000000002,0.46131,0.36592999999999998,,0.37104999999999999,0.18436,0.22631999999999999
03/22/23 02:00,0.68254499999999996,0.51456000000000002,0.292987,0.44143399999999999,0.38669700000000001,0.25600000000000001,0.68400000000000005,0.28000000000000003,0.28699999999999998,0.52400000000000002,0.246,0.41199999999999998,0.53449999999999998,0.70699999999999996,1.234,0.52700000000000002,0.48399999999999999,,0.34264,0.22681999999999999,,0.66449000000000003,0.44666,0.92935000000000001,0.39839000000000002,0.36024,0.78200000000000003,0.35399999999999998,0.86100399999999999,0.85199999999999998,0.46693000000000001,0.34033999999999998,0.38200000000000001,,0.63717999999999997,0.67096999999999996,0.39135300000000001,0.34255099999999999,1.181,0.54564000000000001,0.63722999999999996,0.47693999999999998,0.45693,0.73358999999999996,0.60341999999999996,0.70191000000000003,0.55354999999999999,0.33190999999999998,0.29220099999999999,0.26433800000000002,0.47835,0.3947,,0.34609000000000001,0.18587000000000001,0.22453999999999999
